target,model,fp,seed,split,rmse,mae,r2,spearman,ece,cov90,seconds
Tm,DropoutMLP,RDKit,1,test,61.253701358143616,43.06236828765091,0.7052052875862972,0.1385239743332471,0.37815570672713533,0.254421768707483,56.4
Tm,DropoutMLP,RDKit,1,train,41.10135530989941,29.599607295405313,0.8569959778821408,0.11757344661416758,0.3247426581895247,0.3630790190735695,56.4
Tm,DropoutMLP,RDKit,2,test,61.61529207325788,42.19130321330765,0.7017145710242352,0.22233244441005878,0.3383975812547242,0.33197278911564626,69.8
Tm,DropoutMLP,RDKit,2,train,31.672424910406633,20.95776694820326,0.9150822267985769,0.1382573378903889,0.20405691795337572,0.5647138964577657,69.8
Tm,DropoutMLP,RDKit,3,test,63.46804369919601,44.47342716191091,0.6835061757072902,0.14215681356063337,0.3734693877551021,0.2530612244897959,54.3
Tm,DropoutMLP,RDKit,3,train,46.179344593470766,33.155191430496586,0.8194774346746228,0.1442588065637574,0.359862246442628,0.29836512261580383,54.3
Tm,DropoutMLP,RDKit,4,test,62.764197826505544,44.165693915717455,0.6904869384589747,0.19145001680330942,0.38692365835222975,0.24897959183673468,54.8
Tm,DropoutMLP,RDKit,4,train,42.880549393653524,31.019140452051516,0.8443473034955649,0.11406172816864035,0.3372691492582501,0.345708446866485,54.8
Tm,QuantileRandomForest,Morgan,0,test,61.82427991608844,43.21546938775511,0.6996876797813443,0.3979069783541196,0.021390778533635683,0.8530612244897959,446.0
Tm,QuantileRandomForest,Morgan,0,train,32.5101118485146,19.429262602179836,0.9105309359627507,0.11702785351321478,0.19493642143505902,0.9802452316076294,446.0
Tm,QuantileRandomForest,Morgan,1,test,60.09607876609941,42.02127891156462,0.7162425407337268,0.404395188010913,0.017006802721088444,0.8585034013605443,23.5
Tm,QuantileRandomForest,Morgan,1,train,31.3947094487146,19.22699931880109,0.916564878445568,0.13067055598442967,0.19985619134120497,0.9873978201634878,23.5
Tm,QuantileRandomForest,Morgan,2,test,60.745714353186365,42.266387755102045,0.7100745745436536,0.4014135184885955,0.018216175359032506,0.8517006802721089,23.5
